Year,Week,Week Ending Date,Cause,Deaths
2021,38,2021-09-25,Heart disease,8671.0
2021,39,2021-10-02,Heart disease,8729.0
2021,40,2021-10-09,Heart disease,8746.0
2021,41,2021-10-16,Heart disease,8698.0
2021,42,2021-10-23,Heart disease,8763.0
2021,43,2021-10-30,Heart disease,8750.0
2021,44,2021-11-06,Heart disease,8853.0
2021,45,2021-11-13,Heart disease,9090.0
2021,46,2021-11-20,Heart disease,9205.0
2021,47,2021-11-27,Heart disease,9283.0
2021,48,2021-12-04,Heart disease,9528.0
2021,49,2021-12-11,Heart disease,9683.0
2021,50,2021-12-18,Heart disease,9478.0
2021,51,2021-12-25,Heart disease,9782.0
2021,52,2022-01-01,Heart disease,9922.0
2022,1,2022-01-08,Heart disease,10750.0
2022,2,2022-01-15,Heart disease,10956.0
2022,3,2022-01-22,Heart disease,10791.0
2022,4,2022-01-29,Heart disease,10685.0
2022,5,2022-02-05,Heart disease,10169.0
2022,6,2022-02-12,Heart disease,9741.0
2022,7,2022-02-19,Heart disease,9431.0
2022,8,2022-02-26,Heart disease,8984.0
2022,9,2022-03-05,Heart disease,9004.0
2022,10,2022-03-12,Heart disease,8758.0
2022,11,2022-03-19,Heart disease,8714.0
2022,12,2022-03-26,Heart disease,8523.0
2022,13,2022-04-02,Heart disease,8401.0
2022,14,2022-04-09,Heart disease,8554.0
2022,15,2022-04-16,Heart disease,8432.0
2022,16,2022-04-23,Heart disease,8388.0
2022,17,2022-04-30,Heart disease,8298.0
2022,18,2022-05-07,Heart disease,8379.0
2022,19,2022-05-14,Heart disease,8449.0
2022,20,2022-05-21,Heart disease,8314.0
2022,21,2022-05-28,Heart disease,8148.0
2022,22,2022-06-04,Heart disease,8165.0
2022,23,2022-06-11,Heart disease,8309.0
2022,24,2022-06-18,Heart disease,8269.0
2022,25,2022-06-25,Heart disease,8302.0
2022,26,2022-07-02,Heart disease,8273.0
2022,27,2022-07-09,Heart disease,8284.0
2022,28,2022-07-16,Heart disease,8398.0
2022,29,2022-07-23,Heart disease,8434.0
2022,30,2022-07-30,Heart disease,8354.0
2022,31,2022-08-06,Heart disease,8319.0
2022,32,2022-08-13,Heart disease,8186.0
2022,33,2022-08-20,Heart disease,8250.0
2022,34,2022-08-27,Heart disease,8170.0
2022,35,2022-09-03,Heart disease,8022.0
2022,36,2022-09-10,Heart disease,8295.0
2022,37,2022-09-17,Heart disease,8168.0
2022,38,2022-09-24,Heart disease,8181.0
2022,39,2022-10-01,Heart disease,8328.0
2022,40,2022-10-08,Heart disease,8302.0
2022,41,2022-10-15,Heart disease,8571.0
2022,42,2022-10-22,Heart disease,8547.0
2022,43,2022-10-29,Heart disease,8657.0
2022,44,2022-11-05,Heart disease,8405.0
2022,45,2022-11-12,Heart disease,8747.0
2022,46,2022-11-19,Heart disease,8891.0
2022,47,2022-11-26,Heart disease,9498.0
2022,48,2022-12-03,Heart disease,9588.0
2022,49,2022-12-10,Heart disease,9697.0
2022,50,2022-12-17,Heart disease,9632.0
2022,51,2022-12-24,Heart disease,9914.0
2022,52,2022-12-31,Heart disease,10320.0
2023,1,2023-01-07,Heart disease,9756.0
2023,2,2023-01-14,Heart disease,9430.0
2023,3,2023-01-21,Heart disease,9098.0
2023,4,2023-01-28,Heart disease,9029.0
2023,5,2023-02-04,Heart disease,8954.0
2023,6,2023-02-11,Heart disease,8907.0
2023,7,2023-02-18,Heart disease,9017.0
2023,8,2023-02-25,Heart disease,8891.0
2023,9,2023-03-04,Heart disease,8893.0
2023,10,2023-03-11,Heart disease,8695.0
2023,11,2023-03-18,Heart disease,8816.0
2023,12,2023-03-25,Heart disease,8873.0
2023,13,2023-04-01,Heart disease,8638.0
2023,14,2023-04-08,Heart disease,8526.0
2023,15,2023-04-15,Heart disease,8707.0
2023,16,2023-04-22,Heart disease,8347.0
2023,17,2023-04-29,Heart disease,8061.0
2023,18,2023-05-06,Heart disease,8270.0
2023,19,2023-05-13,Heart disease,8140.0
2023,20,2023-05-20,Heart disease,8003.0
2023,21,2023-05-27,Heart disease,7858.0
2023,22,2023-06-03,Heart disease,8018.0
2023,23,2023-06-10,Heart disease,7947.0
2023,24,2023-06-17,Heart disease,7878.0
2023,25,2023-06-24,Heart disease,7925.0
2023,26,2023-07-01,Heart disease,7789.0
2023,27,2023-07-08,Heart disease,7803.0
2023,28,2023-07-15,Heart disease,7637.0
2023,29,2023-07-22,Heart disease,7616.0
2023,30,2023-07-29,Heart disease,7455.0
2023,31,2023-08-05,Heart disease,7398.0
2023,32,2023-08-12,Heart disease,7381.0
2023,33,2023-08-19,Heart disease,7345.0
2023,34,2023-08-26,Heart disease,6963.0
2023,35,2023-09-02,Heart disease,6970.0
2023,36,2023-09-09,Heart disease,6556.0
